case_id,image_path,mask_path,split
979,data/processed/mmotu/images/979.png,data/processed/mmotu/masks/979.png,train
1263,data/processed/mmotu/images/1263.png,data/processed/mmotu/masks/1263.png,train
1293,data/processed/mmotu/images/1293.png,data/processed/mmotu/masks/1293.png,train
242,data/processed/mmotu/images/242.png,data/processed/mmotu/masks/242.png,train
485,data/processed/mmotu/images/485.png,data/processed/mmotu/masks/485.png,train
1078,data/processed/mmotu/images/1078.png,data/processed/mmotu/masks/1078.png,train
519,data/processed/mmotu/images/519.png,data/processed/mmotu/masks/519.png,train
528,data/processed/mmotu/images/528.png,data/processed/mmotu/masks/528.png,train
175,data/processed/mmotu/images/175.png,data/processed/mmotu/masks/175.png,train
39,data/processed/mmotu/images/39.png,data/processed/mmotu/masks/39.png,train
90,data/processed/mmotu/images/90.png,data/processed/mmotu/masks/90.png,train
278,data/processed/mmotu/images/278.png,data/processed/mmotu/masks/278.png,train
490,data/processed/mmotu/images/490.png,data/processed/mmotu/masks/490.png,train
126,data/processed/mmotu/images/126.png,data/processed/mmotu/masks/126.png,train
943,data/processed/mmotu/images/943.png,data/processed/mmotu/masks/943.png,train
854,data/processed/mmotu/images/854.png,data/processed/mmotu/masks/854.png,train
1311,data/processed/mmotu/images/1311.png,data/processed/mmotu/masks/1311.png,train
642,data/processed/mmotu/images/642.png,data/processed/mmotu/masks/642.png,train
922,data/processed/mmotu/images/922.png,data/processed/mmotu/masks/922.png,train
570,data/processed/mmotu/images/570.png,data/processed/mmotu/masks/570.png,train
195,data/processed/mmotu/images/195.png,data/processed/mmotu/masks/195.png,train
1410,data/processed/mmotu/images/1410.png,data/processed/mmotu/masks/1410.png,train
586,data/processed/mmotu/images/586.png,data/processed/mmotu/masks/586.png,train
1299,data/processed/mmotu/images/1299.png,data/processed/mmotu/masks/1299.png,train
886,data/processed/mmotu/images/886.png,data/processed/mmotu/masks/886.png,train
843,data/processed/mmotu/images/843.png,data/processed/mmotu/masks/843.png,train
290,data/processed/mmotu/images/290.png,data/processed/mmotu/masks/290.png,train
901,data/processed/mmotu/images/901.png,data/processed/mmotu/masks/901.png,train
1294,data/processed/mmotu/images/1294.png,data/processed/mmotu/masks/1294.png,train
1285,data/processed/mmotu/images/1285.png,data/processed/mmotu/masks/1285.png,train
934,data/processed/mmotu/images/934.png,data/processed/mmotu/masks/934.png,train
502,data/processed/mmotu/images/502.png,data/processed/mmotu/masks/502.png,train
1009,data/processed/mmotu/images/1009.png,data/processed/mmotu/masks/1009.png,train
1152,data/processed/mmotu/images/1152.png,data/processed/mmotu/masks/1152.png,train
1232,data/processed/mmotu/images/1232.png,data/processed/mmotu/masks/1232.png,train
380,data/processed/mmotu/images/380.png,data/processed/mmotu/masks/380.png,train
663,data/processed/mmotu/images/663.png,data/processed/mmotu/masks/663.png,train
431,data/processed/mmotu/images/431.png,data/processed/mmotu/masks/431.png,train
1122,data/processed/mmotu/images/1122.png,data/processed/mmotu/masks/1122.png,train
206,data/processed/mmotu/images/206.png,data/processed/mmotu/masks/206.png,train
402,data/processed/mmotu/images/402.png,data/processed/mmotu/masks/402.png,train
347,data/processed/mmotu/images/347.png,data/processed/mmotu/masks/347.png,train
1123,data/processed/mmotu/images/1123.png,data/processed/mmotu/masks/1123.png,train
831,data/processed/mmotu/images/831.png,data/processed/mmotu/masks/831.png,train
427,data/processed/mmotu/images/427.png,data/processed/mmotu/masks/427.png,train
120,data/processed/mmotu/images/120.png,data/processed/mmotu/masks/120.png,train
355,data/processed/mmotu/images/355.png,data/processed/mmotu/masks/355.png,train
1367,data/processed/mmotu/images/1367.png,data/processed/mmotu/masks/1367.png,train
1291,data/processed/mmotu/images/1291.png,data/processed/mmotu/masks/1291.png,train
1268,data/processed/mmotu/images/1268.png,data/processed/mmotu/masks/1268.png,train
438,data/processed/mmotu/images/438.png,data/processed/mmotu/masks/438.png,train
845,data/processed/mmotu/images/845.png,data/processed/mmotu/masks/845.png,train
255,data/processed/mmotu/images/255.png,data/processed/mmotu/masks/255.png,train
902,data/processed/mmotu/images/902.png,data/processed/mmotu/masks/902.png,train
493,data/processed/mmotu/images/493.png,data/processed/mmotu/masks/493.png,train
721,data/processed/mmotu/images/721.png,data/processed/mmotu/masks/721.png,train
1451,data/processed/mmotu/images/1451.png,data/processed/mmotu/masks/1451.png,train
823,data/processed/mmotu/images/823.png,data/processed/mmotu/masks/823.png,train
1000,data/processed/mmotu/images/1000.png,data/processed/mmotu/masks/1000.png,train
911,data/processed/mmotu/images/911.png,data/processed/mmotu/masks/911.png,train
1419,data/processed/mmotu/images/1419.png,data/processed/mmotu/masks/1419.png,train
1288,data/processed/mmotu/images/1288.png,data/processed/mmotu/masks/1288.png,train
1002,data/processed/mmotu/images/1002.png,data/processed/mmotu/masks/1002.png,train
515,data/processed/mmotu/images/515.png,data/processed/mmotu/masks/515.png,train
73,data/processed/mmotu/images/73.png,data/processed/mmotu/masks/73.png,train
921,data/processed/mmotu/images/921.png,data/processed/mmotu/masks/921.png,train
1033,data/processed/mmotu/images/1033.png,data/processed/mmotu/masks/1033.png,train
164,data/processed/mmotu/images/164.png,data/processed/mmotu/masks/164.png,train
1216,data/processed/mmotu/images/1216.png,data/processed/mmotu/masks/1216.png,train
1120,data/processed/mmotu/images/1120.png,data/processed/mmotu/masks/1120.png,train
220,data/processed/mmotu/images/220.png,data/processed/mmotu/masks/220.png,train
343,data/processed/mmotu/images/343.png,data/processed/mmotu/masks/343.png,train
954,data/processed/mmotu/images/954.png,data/processed/mmotu/masks/954.png,train
62,data/processed/mmotu/images/62.png,data/processed/mmotu/masks/62.png,train
974,data/processed/mmotu/images/974.png,data/processed/mmotu/masks/974.png,train
2,data/processed/mmotu/images/2.png,data/processed/mmotu/masks/2.png,train
583,data/processed/mmotu/images/583.png,data/processed/mmotu/masks/583.png,train
357,data/processed/mmotu/images/357.png,data/processed/mmotu/masks/357.png,train
900,data/processed/mmotu/images/900.png,data/processed/mmotu/masks/900.png,train
1337,data/processed/mmotu/images/1337.png,data/processed/mmotu/masks/1337.png,train
1281,data/processed/mmotu/images/1281.png,data/processed/mmotu/masks/1281.png,train
1397,data/processed/mmotu/images/1397.png,data/processed/mmotu/masks/1397.png,train
1286,data/processed/mmotu/images/1286.png,data/processed/mmotu/masks/1286.png,train
370,data/processed/mmotu/images/370.png,data/processed/mmotu/masks/370.png,train
582,data/processed/mmotu/images/582.png,data/processed/mmotu/masks/582.png,train
1380,data/processed/mmotu/images/1380.png,data/processed/mmotu/masks/1380.png,train
174,data/processed/mmotu/images/174.png,data/processed/mmotu/masks/174.png,train
446,data/processed/mmotu/images/446.png,data/processed/mmotu/masks/446.png,train
576,data/processed/mmotu/images/576.png,data/processed/mmotu/masks/576.png,train
75,data/processed/mmotu/images/75.png,data/processed/mmotu/masks/75.png,train
215,data/processed/mmotu/images/215.png,data/processed/mmotu/masks/215.png,train
1202,data/processed/mmotu/images/1202.png,data/processed/mmotu/masks/1202.png,train
710,data/processed/mmotu/images/710.png,data/processed/mmotu/masks/710.png,train
60,data/processed/mmotu/images/60.png,data/processed/mmotu/masks/60.png,train
520,data/processed/mmotu/images/520.png,data/processed/mmotu/masks/520.png,train
271,data/processed/mmotu/images/271.png,data/processed/mmotu/masks/271.png,train
1058,data/processed/mmotu/images/1058.png,data/processed/mmotu/masks/1058.png,train
580,data/processed/mmotu/images/580.png,data/processed/mmotu/masks/580.png,train
198,data/processed/mmotu/images/198.png,data/processed/mmotu/masks/198.png,train
529,data/processed/mmotu/images/529.png,data/processed/mmotu/masks/529.png,train
1189,data/processed/mmotu/images/1189.png,data/processed/mmotu/masks/1189.png,train
563,data/processed/mmotu/images/563.png,data/processed/mmotu/masks/563.png,train
748,data/processed/mmotu/images/748.png,data/processed/mmotu/masks/748.png,train
159,data/processed/mmotu/images/159.png,data/processed/mmotu/masks/159.png,train
752,data/processed/mmotu/images/752.png,data/processed/mmotu/masks/752.png,train
659,data/processed/mmotu/images/659.png,data/processed/mmotu/masks/659.png,train
1075,data/processed/mmotu/images/1075.png,data/processed/mmotu/masks/1075.png,train
866,data/processed/mmotu/images/866.png,data/processed/mmotu/masks/866.png,train
558,data/processed/mmotu/images/558.png,data/processed/mmotu/masks/558.png,train
668,data/processed/mmotu/images/668.png,data/processed/mmotu/masks/668.png,train
247,data/processed/mmotu/images/247.png,data/processed/mmotu/masks/247.png,train
867,data/processed/mmotu/images/867.png,data/processed/mmotu/masks/867.png,train
577,data/processed/mmotu/images/577.png,data/processed/mmotu/masks/577.png,train
910,data/processed/mmotu/images/910.png,data/processed/mmotu/masks/910.png,train
750,data/processed/mmotu/images/750.png,data/processed/mmotu/masks/750.png,train
1244,data/processed/mmotu/images/1244.png,data/processed/mmotu/masks/1244.png,train
30,data/processed/mmotu/images/30.png,data/processed/mmotu/masks/30.png,train
1324,data/processed/mmotu/images/1324.png,data/processed/mmotu/masks/1324.png,train
236,data/processed/mmotu/images/236.png,data/processed/mmotu/masks/236.png,train
100,data/processed/mmotu/images/100.png,data/processed/mmotu/masks/100.png,train
1003,data/processed/mmotu/images/1003.png,data/processed/mmotu/masks/1003.png,train
1279,data/processed/mmotu/images/1279.png,data/processed/mmotu/masks/1279.png,train
249,data/processed/mmotu/images/249.png,data/processed/mmotu/masks/249.png,train
486,data/processed/mmotu/images/486.png,data/processed/mmotu/masks/486.png,train
98,data/processed/mmotu/images/98.png,data/processed/mmotu/masks/98.png,train
1192,data/processed/mmotu/images/1192.png,data/processed/mmotu/masks/1192.png,train
614,data/processed/mmotu/images/614.png,data/processed/mmotu/masks/614.png,train
1022,data/processed/mmotu/images/1022.png,data/processed/mmotu/masks/1022.png,train
727,data/processed/mmotu/images/727.png,data/processed/mmotu/masks/727.png,train
437,data/processed/mmotu/images/437.png,data/processed/mmotu/masks/437.png,train
260,data/processed/mmotu/images/260.png,data/processed/mmotu/masks/260.png,train
325,data/processed/mmotu/images/325.png,data/processed/mmotu/masks/325.png,train
386,data/processed/mmotu/images/386.png,data/processed/mmotu/masks/386.png,train
238,data/processed/mmotu/images/238.png,data/processed/mmotu/masks/238.png,train
406,data/processed/mmotu/images/406.png,data/processed/mmotu/masks/406.png,train
1229,data/processed/mmotu/images/1229.png,data/processed/mmotu/masks/1229.png,train
1020,data/processed/mmotu/images/1020.png,data/processed/mmotu/masks/1020.png,train
1300,data/processed/mmotu/images/1300.png,data/processed/mmotu/masks/1300.png,train
191,data/processed/mmotu/images/191.png,data/processed/mmotu/masks/191.png,train
1040,data/processed/mmotu/images/1040.png,data/processed/mmotu/masks/1040.png,train
1094,data/processed/mmotu/images/1094.png,data/processed/mmotu/masks/1094.png,train
1312,data/processed/mmotu/images/1312.png,data/processed/mmotu/masks/1312.png,train
1048,data/processed/mmotu/images/1048.png,data/processed/mmotu/masks/1048.png,train
669,data/processed/mmotu/images/669.png,data/processed/mmotu/masks/669.png,train
1190,data/processed/mmotu/images/1190.png,data/processed/mmotu/masks/1190.png,train
1106,data/processed/mmotu/images/1106.png,data/processed/mmotu/masks/1106.png,train
96,data/processed/mmotu/images/96.png,data/processed/mmotu/masks/96.png,train
311,data/processed/mmotu/images/311.png,data/processed/mmotu/masks/311.png,train
1063,data/processed/mmotu/images/1063.png,data/processed/mmotu/masks/1063.png,train
971,data/processed/mmotu/images/971.png,data/processed/mmotu/masks/971.png,train
299,data/processed/mmotu/images/299.png,data/processed/mmotu/masks/299.png,train
1039,data/processed/mmotu/images/1039.png,data/processed/mmotu/masks/1039.png,train
790,data/processed/mmotu/images/790.png,data/processed/mmotu/masks/790.png,train
147,data/processed/mmotu/images/147.png,data/processed/mmotu/masks/147.png,train
656,data/processed/mmotu/images/656.png,data/processed/mmotu/masks/656.png,train
358,data/processed/mmotu/images/358.png,data/processed/mmotu/masks/358.png,train
789,data/processed/mmotu/images/789.png,data/processed/mmotu/masks/789.png,train
623,data/processed/mmotu/images/623.png,data/processed/mmotu/masks/623.png,train
156,data/processed/mmotu/images/156.png,data/processed/mmotu/masks/156.png,train
219,data/processed/mmotu/images/219.png,data/processed/mmotu/masks/219.png,train
1417,data/processed/mmotu/images/1417.png,data/processed/mmotu/masks/1417.png,train
566,data/processed/mmotu/images/566.png,data/processed/mmotu/masks/566.png,train
802,data/processed/mmotu/images/802.png,data/processed/mmotu/masks/802.png,train
346,data/processed/mmotu/images/346.png,data/processed/mmotu/masks/346.png,train
494,data/processed/mmotu/images/494.png,data/processed/mmotu/masks/494.png,train
1052,data/processed/mmotu/images/1052.png,data/processed/mmotu/masks/1052.png,train
439,data/processed/mmotu/images/439.png,data/processed/mmotu/masks/439.png,train
1081,data/processed/mmotu/images/1081.png,data/processed/mmotu/masks/1081.png,train
276,data/processed/mmotu/images/276.png,data/processed/mmotu/masks/276.png,train
286,data/processed/mmotu/images/286.png,data/processed/mmotu/masks/286.png,train
1173,data/processed/mmotu/images/1173.png,data/processed/mmotu/masks/1173.png,train
1250,data/processed/mmotu/images/1250.png,data/processed/mmotu/masks/1250.png,train
1321,data/processed/mmotu/images/1321.png,data/processed/mmotu/masks/1321.png,train
1466,data/processed/mmotu/images/1466.png,data/processed/mmotu/masks/1466.png,train
376,data/processed/mmotu/images/376.png,data/processed/mmotu/masks/376.png,train
339,data/processed/mmotu/images/339.png,data/processed/mmotu/masks/339.png,train
1162,data/processed/mmotu/images/1162.png,data/processed/mmotu/masks/1162.png,train
673,data/processed/mmotu/images/673.png,data/processed/mmotu/masks/673.png,train
1098,data/processed/mmotu/images/1098.png,data/processed/mmotu/masks/1098.png,train
1036,data/processed/mmotu/images/1036.png,data/processed/mmotu/masks/1036.png,train
666,data/processed/mmotu/images/666.png,data/processed/mmotu/masks/666.png,train
1182,data/processed/mmotu/images/1182.png,data/processed/mmotu/masks/1182.png,train
410,data/processed/mmotu/images/410.png,data/processed/mmotu/masks/410.png,train
1045,data/processed/mmotu/images/1045.png,data/processed/mmotu/masks/1045.png,train
167,data/processed/mmotu/images/167.png,data/processed/mmotu/masks/167.png,train
531,data/processed/mmotu/images/531.png,data/processed/mmotu/masks/531.png,train
981,data/processed/mmotu/images/981.png,data/processed/mmotu/masks/981.png,train
412,data/processed/mmotu/images/412.png,data/processed/mmotu/masks/412.png,train
495,data/processed/mmotu/images/495.png,data/processed/mmotu/masks/495.png,train
1163,data/processed/mmotu/images/1163.png,data/processed/mmotu/masks/1163.png,train
1121,data/processed/mmotu/images/1121.png,data/processed/mmotu/masks/1121.png,train
513,data/processed/mmotu/images/513.png,data/processed/mmotu/masks/513.png,train
1070,data/processed/mmotu/images/1070.png,data/processed/mmotu/masks/1070.png,train
745,data/processed/mmotu/images/745.png,data/processed/mmotu/masks/745.png,train
1093,data/processed/mmotu/images/1093.png,data/processed/mmotu/masks/1093.png,train
163,data/processed/mmotu/images/163.png,data/processed/mmotu/masks/163.png,train
315,data/processed/mmotu/images/315.png,data/processed/mmotu/masks/315.png,train
1430,data/processed/mmotu/images/1430.png,data/processed/mmotu/masks/1430.png,train
1147,data/processed/mmotu/images/1147.png,data/processed/mmotu/masks/1147.png,train
1221,data/processed/mmotu/images/1221.png,data/processed/mmotu/masks/1221.png,train
1275,data/processed/mmotu/images/1275.png,data/processed/mmotu/masks/1275.png,train
140,data/processed/mmotu/images/140.png,data/processed/mmotu/masks/140.png,train
871,data/processed/mmotu/images/871.png,data/processed/mmotu/masks/871.png,train
13,data/processed/mmotu/images/13.png,data/processed/mmotu/masks/13.png,train
1086,data/processed/mmotu/images/1086.png,data/processed/mmotu/masks/1086.png,train
553,data/processed/mmotu/images/553.png,data/processed/mmotu/masks/553.png,train
395,data/processed/mmotu/images/395.png,data/processed/mmotu/masks/395.png,train
49,data/processed/mmotu/images/49.png,data/processed/mmotu/masks/49.png,train
1090,data/processed/mmotu/images/1090.png,data/processed/mmotu/masks/1090.png,train
139,data/processed/mmotu/images/139.png,data/processed/mmotu/masks/139.png,train
651,data/processed/mmotu/images/651.png,data/processed/mmotu/masks/651.png,train
858,data/processed/mmotu/images/858.png,data/processed/mmotu/masks/858.png,train
430,data/processed/mmotu/images/430.png,data/processed/mmotu/masks/430.png,train
875,data/processed/mmotu/images/875.png,data/processed/mmotu/masks/875.png,train
1270,data/processed/mmotu/images/1270.png,data/processed/mmotu/masks/1270.png,train
79,data/processed/mmotu/images/79.png,data/processed/mmotu/masks/79.png,train
755,data/processed/mmotu/images/755.png,data/processed/mmotu/masks/755.png,train
1348,data/processed/mmotu/images/1348.png,data/processed/mmotu/masks/1348.png,train
121,data/processed/mmotu/images/121.png,data/processed/mmotu/masks/121.png,train
774,data/processed/mmotu/images/774.png,data/processed/mmotu/masks/774.png,train
1239,data/processed/mmotu/images/1239.png,data/processed/mmotu/masks/1239.png,train
1273,data/processed/mmotu/images/1273.png,data/processed/mmotu/masks/1273.png,train
1103,data/processed/mmotu/images/1103.png,data/processed/mmotu/masks/1103.png,train
761,data/processed/mmotu/images/761.png,data/processed/mmotu/masks/761.png,train
282,data/processed/mmotu/images/282.png,data/processed/mmotu/masks/282.png,train
1222,data/processed/mmotu/images/1222.png,data/processed/mmotu/masks/1222.png,train
64,data/processed/mmotu/images/64.png,data/processed/mmotu/masks/64.png,train
628,data/processed/mmotu/images/628.png,data/processed/mmotu/masks/628.png,train
1062,data/processed/mmotu/images/1062.png,data/processed/mmotu/masks/1062.png,train
1083,data/processed/mmotu/images/1083.png,data/processed/mmotu/masks/1083.png,train
404,data/processed/mmotu/images/404.png,data/processed/mmotu/masks/404.png,train
1028,data/processed/mmotu/images/1028.png,data/processed/mmotu/masks/1028.png,train
677,data/processed/mmotu/images/677.png,data/processed/mmotu/masks/677.png,train
1401,data/processed/mmotu/images/1401.png,data/processed/mmotu/masks/1401.png,train
14,data/processed/mmotu/images/14.png,data/processed/mmotu/masks/14.png,train
320,data/processed/mmotu/images/320.png,data/processed/mmotu/masks/320.png,train
882,data/processed/mmotu/images/882.png,data/processed/mmotu/masks/882.png,train
684,data/processed/mmotu/images/684.png,data/processed/mmotu/masks/684.png,train
452,data/processed/mmotu/images/452.png,data/processed/mmotu/masks/452.png,train
676,data/processed/mmotu/images/676.png,data/processed/mmotu/masks/676.png,train
1068,data/processed/mmotu/images/1068.png,data/processed/mmotu/masks/1068.png,train
1074,data/processed/mmotu/images/1074.png,data/processed/mmotu/masks/1074.png,train
393,data/processed/mmotu/images/393.png,data/processed/mmotu/masks/393.png,train
1072,data/processed/mmotu/images/1072.png,data/processed/mmotu/masks/1072.png,train
141,data/processed/mmotu/images/141.png,data/processed/mmotu/masks/141.png,train
966,data/processed/mmotu/images/966.png,data/processed/mmotu/masks/966.png,train
285,data/processed/mmotu/images/285.png,data/processed/mmotu/masks/285.png,train
525,data/processed/mmotu/images/525.png,data/processed/mmotu/masks/525.png,train
626,data/processed/mmotu/images/626.png,data/processed/mmotu/masks/626.png,train
1391,data/processed/mmotu/images/1391.png,data/processed/mmotu/masks/1391.png,train
256,data/processed/mmotu/images/256.png,data/processed/mmotu/masks/256.png,train
773,data/processed/mmotu/images/773.png,data/processed/mmotu/masks/773.png,train
560,data/processed/mmotu/images/560.png,data/processed/mmotu/masks/560.png,train
729,data/processed/mmotu/images/729.png,data/processed/mmotu/masks/729.png,train
1362,data/processed/mmotu/images/1362.png,data/processed/mmotu/masks/1362.png,train
826,data/processed/mmotu/images/826.png,data/processed/mmotu/masks/826.png,train
481,data/processed/mmotu/images/481.png,data/processed/mmotu/masks/481.png,train
530,data/processed/mmotu/images/530.png,data/processed/mmotu/masks/530.png,train
1092,data/processed/mmotu/images/1092.png,data/processed/mmotu/masks/1092.png,train
224,data/processed/mmotu/images/224.png,data/processed/mmotu/masks/224.png,train
390,data/processed/mmotu/images/390.png,data/processed/mmotu/masks/390.png,train
575,data/processed/mmotu/images/575.png,data/processed/mmotu/masks/575.png,train
48,data/processed/mmotu/images/48.png,data/processed/mmotu/masks/48.png,train
1054,data/processed/mmotu/images/1054.png,data/processed/mmotu/masks/1054.png,train
1251,data/processed/mmotu/images/1251.png,data/processed/mmotu/masks/1251.png,train
599,data/processed/mmotu/images/599.png,data/processed/mmotu/masks/599.png,train
1212,data/processed/mmotu/images/1212.png,data/processed/mmotu/masks/1212.png,train
12,data/processed/mmotu/images/12.png,data/processed/mmotu/masks/12.png,train
1129,data/processed/mmotu/images/1129.png,data/processed/mmotu/masks/1129.png,train
91,data/processed/mmotu/images/91.png,data/processed/mmotu/masks/91.png,train
1334,data/processed/mmotu/images/1334.png,data/processed/mmotu/masks/1334.png,train
1104,data/processed/mmotu/images/1104.png,data/processed/mmotu/masks/1104.png,train
67,data/processed/mmotu/images/67.png,data/processed/mmotu/masks/67.png,train
1223,data/processed/mmotu/images/1223.png,data/processed/mmotu/masks/1223.png,train
95,data/processed/mmotu/images/95.png,data/processed/mmotu/masks/95.png,train
1006,data/processed/mmotu/images/1006.png,data/processed/mmotu/masks/1006.png,train
1402,data/processed/mmotu/images/1402.png,data/processed/mmotu/masks/1402.png,train
313,data/processed/mmotu/images/313.png,data/processed/mmotu/masks/313.png,train
1228,data/processed/mmotu/images/1228.png,data/processed/mmotu/masks/1228.png,train
21,data/processed/mmotu/images/21.png,data/processed/mmotu/masks/21.png,train
1349,data/processed/mmotu/images/1349.png,data/processed/mmotu/masks/1349.png,train
501,data/processed/mmotu/images/501.png,data/processed/mmotu/masks/501.png,train
734,data/processed/mmotu/images/734.png,data/processed/mmotu/masks/734.png,train
178,data/processed/mmotu/images/178.png,data/processed/mmotu/masks/178.png,train
811,data/processed/mmotu/images/811.png,data/processed/mmotu/masks/811.png,train
624,data/processed/mmotu/images/624.png,data/processed/mmotu/masks/624.png,train
1412,data/processed/mmotu/images/1412.png,data/processed/mmotu/masks/1412.png,train
327,data/processed/mmotu/images/327.png,data/processed/mmotu/masks/327.png,train
895,data/processed/mmotu/images/895.png,data/processed/mmotu/masks/895.png,train
1128,data/processed/mmotu/images/1128.png,data/processed/mmotu/masks/1128.png,train
145,data/processed/mmotu/images/145.png,data/processed/mmotu/masks/145.png,train
644,data/processed/mmotu/images/644.png,data/processed/mmotu/masks/644.png,train
341,data/processed/mmotu/images/341.png,data/processed/mmotu/masks/341.png,train
898,data/processed/mmotu/images/898.png,data/processed/mmotu/masks/898.png,train
334,data/processed/mmotu/images/334.png,data/processed/mmotu/masks/334.png,train
161,data/processed/mmotu/images/161.png,data/processed/mmotu/masks/161.png,train
1158,data/processed/mmotu/images/1158.png,data/processed/mmotu/masks/1158.png,train
951,data/processed/mmotu/images/951.png,data/processed/mmotu/masks/951.png,train
303,data/processed/mmotu/images/303.png,data/processed/mmotu/masks/303.png,train
488,data/processed/mmotu/images/488.png,data/processed/mmotu/masks/488.png,train
600,data/processed/mmotu/images/600.png,data/processed/mmotu/masks/600.png,train
678,data/processed/mmotu/images/678.png,data/processed/mmotu/masks/678.png,train
