case_id,image_path,mask_path,image_width,image_height,mask_width,mask_height,mask_area_px,blank_mask,image_hash,status
1024,data/raw/MMOTU/OTU_2d/images/1024.JPG,data/raw/MMOTU/OTU_2d/annotations/1024.PNG,478,523,478,523,13313,False,5a5c7e216289,ok
1025,data/raw/MMOTU/OTU_2d/images/1025.JPG,data/raw/MMOTU/OTU_2d/annotations/1025.PNG,480,523,480,523,10241,False,68af7d5852ef,ok
1026,data/raw/MMOTU/OTU_2d/images/1026.JPG,data/raw/MMOTU/OTU_2d/annotations/1026.PNG,481,523,481,523,22729,False,2dc77cb98877,ok
1027,data/raw/MMOTU/OTU_2d/images/1027.JPG,data/raw/MMOTU/OTU_2d/annotations/1027.PNG,478,526,478,526,20156,False,222d216cee50,ok
1028,data/raw/MMOTU/OTU_2d/images/1028.JPG,data/raw/MMOTU/OTU_2d/annotations/1028.PNG,957,521,957,521,143915,False,2938692387cf,ok
1029,data/raw/MMOTU/OTU_2d/images/1029.JPG,data/raw/MMOTU/OTU_2d/annotations/1029.PNG,955,518,955,518,55314,False,9b3f792229f9,ok
103,data/raw/MMOTU/OTU_2d/images/103.JPG,data/raw/MMOTU/OTU_3d/annotations/103.PNG,956,534,342,353,23945,False,5c7145731173,ok
1030,data/raw/MMOTU/OTU_2d/images/1030.JPG,data/raw/MMOTU/OTU_2d/annotations/1030.PNG,479,532,479,532,13749,False,91bfcce1463e,ok
1031,data/raw/MMOTU/OTU_2d/images/1031.JPG,data/raw/MMOTU/OTU_2d/annotations/1031.PNG,957,531,957,531,27401,False,910eb90be631,ok
1032,data/raw/MMOTU/OTU_2d/images/1032.JPG,data/raw/MMOTU/OTU_2d/annotations/1032.PNG,955,530,955,530,21359,False,d95423c20613,ok
1033,data/raw/MMOTU/OTU_2d/images/1033.JPG,data/raw/MMOTU/OTU_2d/annotations/1033.PNG,479,521,479,521,18773,False,b1b698fbd55a,ok
1034,data/raw/MMOTU/OTU_2d/images/1034.JPG,data/raw/MMOTU/OTU_2d/annotations/1034.PNG,479,525,479,525,19390,False,1f1973fceeee,ok
1035,data/raw/MMOTU/OTU_2d/images/1035.JPG,data/raw/MMOTU/OTU_2d/annotations/1035.PNG,480,527,480,527,25333,False,b056966c2e49,ok
1036,data/raw/MMOTU/OTU_2d/images/1036.JPG,data/raw/MMOTU/OTU_2d/annotations/1036.PNG,959,563,959,563,23271,False,7410fe7f83cb,ok
1037,data/raw/MMOTU/OTU_2d/images/1037.JPG,data/raw/MMOTU/OTU_2d/annotations/1037.PNG,953,539,953,539,116021,False,c002f66c854d,ok
1038,data/raw/MMOTU/OTU_2d/images/1038.JPG,data/raw/MMOTU/OTU_2d/annotations/1038.PNG,957,528,957,528,88573,False,4060bf335b07,ok
1039,data/raw/MMOTU/OTU_2d/images/1039.JPG,data/raw/MMOTU/OTU_2d/annotations/1039.PNG,951,527,951,527,4597,False,e3e968178c8f,ok
104,data/raw/MMOTU/OTU_2d/images/104.JPG,data/raw/MMOTU/OTU_3d/annotations/104.PNG,811,605,564,550,66390,False,ce8a9898c2bc,ok
1040,data/raw/MMOTU/OTU_2d/images/1040.JPG,data/raw/MMOTU/OTU_2d/annotations/1040.PNG,958,527,958,527,4902,False,1ccf553db22a,ok
1041,data/raw/MMOTU/OTU_2d/images/1041.JPG,data/raw/MMOTU/OTU_2d/annotations/1041.PNG,1134,583,1134,583,139918,False,37fc36dbcd17,ok
1042,data/raw/MMOTU/OTU_2d/images/1042.JPG,data/raw/MMOTU/OTU_2d/annotations/1042.PNG,958,528,958,528,74140,False,ebe0ba0b2402,ok
1043,data/raw/MMOTU/OTU_2d/images/1043.JPG,data/raw/MMOTU/OTU_2d/annotations/1043.PNG,959,510,959,510,63020,False,412105235aa5,ok
1044,data/raw/MMOTU/OTU_2d/images/1044.JPG,data/raw/MMOTU/OTU_2d/annotations/1044.PNG,959,528,959,528,120559,False,996dda6ee578,ok
1045,data/raw/MMOTU/OTU_2d/images/1045.JPG,data/raw/MMOTU/OTU_2d/annotations/1045.PNG,959,533,959,533,102418,False,4619ba8b1b58,ok
1046,data/raw/MMOTU/OTU_2d/images/1046.JPG,data/raw/MMOTU/OTU_2d/annotations/1046.PNG,955,538,955,538,97954,False,64f199ecdbbf,ok
1047,data/raw/MMOTU/OTU_2d/images/1047.JPG,data/raw/MMOTU/OTU_2d/annotations/1047.PNG,955,537,955,537,104549,False,aa6cd98d8254,ok
1048,data/raw/MMOTU/OTU_2d/images/1048.JPG,data/raw/MMOTU/OTU_2d/annotations/1048.PNG,957,527,957,527,63928,False,d05235bb7fec,ok
1049,data/raw/MMOTU/OTU_2d/images/1049.JPG,data/raw/MMOTU/OTU_2d/annotations/1049.PNG,955,534,955,534,46744,False,25944ccf2bb9,ok
105,data/raw/MMOTU/OTU_2d/images/105.JPG,data/raw/MMOTU/OTU_3d/annotations/105.PNG,823,597,556,552,102378,False,890ddf308553,ok
1050,data/raw/MMOTU/OTU_2d/images/1050.JPG,data/raw/MMOTU/OTU_2d/annotations/1050.PNG,958,530,958,530,83639,False,c8507f41d4e3,ok
1051,data/raw/MMOTU/OTU_2d/images/1051.JPG,data/raw/MMOTU/OTU_2d/annotations/1051.PNG,959,531,959,531,89683,False,44d77fb4bb14,ok
1052,data/raw/MMOTU/OTU_2d/images/1052.JPG,data/raw/MMOTU/OTU_2d/annotations/1052.PNG,479,527,479,527,88807,False,75ebd728a0f7,ok
1053,data/raw/MMOTU/OTU_2d/images/1053.JPG,data/raw/MMOTU/OTU_2d/annotations/1053.PNG,478,534,478,534,30380,False,16629f0aa12d,ok
1054,data/raw/MMOTU/OTU_2d/images/1054.JPG,data/raw/MMOTU/OTU_2d/annotations/1054.PNG,479,526,479,526,49455,False,d13a5c1f065e,ok
1055,data/raw/MMOTU/OTU_2d/images/1055.JPG,data/raw/MMOTU/OTU_2d/annotations/1055.PNG,479,541,479,541,65224,False,6036a99866e3,ok
1056,data/raw/MMOTU/OTU_2d/images/1056.JPG,data/raw/MMOTU/OTU_2d/annotations/1056.PNG,567,587,567,587,39396,False,d033807f91ce,ok
1057,data/raw/MMOTU/OTU_2d/images/1057.JPG,data/raw/MMOTU/OTU_2d/annotations/1057.PNG,569,586,569,586,26310,False,a55a0012c115,ok
1058,data/raw/MMOTU/OTU_2d/images/1058.JPG,data/raw/MMOTU/OTU_2d/annotations/1058.PNG,566,582,566,582,158650,False,cb08f500b7af,ok
1059,data/raw/MMOTU/OTU_2d/images/1059.JPG,data/raw/MMOTU/OTU_2d/annotations/1059.PNG,568,584,568,584,173235,False,b0ad59a7c797,ok
106,data/raw/MMOTU/OTU_2d/images/106.JPG,data/raw/MMOTU/OTU_3d/annotations/106.PNG,959,534,557,553,65777,False,7dfd06ad84e6,ok
1060,data/raw/MMOTU/OTU_2d/images/1060.JPG,data/raw/MMOTU/OTU_2d/annotations/1060.PNG,963,520,963,520,53815,False,5aef1e693845,ok
1061,data/raw/MMOTU/OTU_2d/images/1061.JPG,data/raw/MMOTU/OTU_2d/annotations/1061.PNG,958,533,958,533,50718,False,07b5785072be,ok
1062,data/raw/MMOTU/OTU_2d/images/1062.JPG,data/raw/MMOTU/OTU_2d/annotations/1062.PNG,958,539,958,539,26766,False,121c45573ba1,ok
1063,data/raw/MMOTU/OTU_2d/images/1063.JPG,data/raw/MMOTU/OTU_2d/annotations/1063.PNG,957,545,957,545,22147,False,2330a9798ff6,ok
1064,data/raw/MMOTU/OTU_2d/images/1064.JPG,data/raw/MMOTU/OTU_2d/annotations/1064.PNG,956,526,956,526,57258,False,11fe454bb7b5,ok
1065,data/raw/MMOTU/OTU_2d/images/1065.JPG,data/raw/MMOTU/OTU_2d/annotations/1065.PNG,956,533,956,533,44013,False,3986492ab6fb,ok
1066,data/raw/MMOTU/OTU_2d/images/1066.JPG,data/raw/MMOTU/OTU_2d/annotations/1066.PNG,479,508,479,508,9141,False,122557c02922,ok
1067,data/raw/MMOTU/OTU_2d/images/1067.JPG,data/raw/MMOTU/OTU_2d/annotations/1067.PNG,481,530,481,530,5078,False,ffef784714d9,ok
1068,data/raw/MMOTU/OTU_2d/images/1068.JPG,data/raw/MMOTU/OTU_2d/annotations/1068.PNG,479,496,479,496,13853,False,047b529fcba7,ok
1069,data/raw/MMOTU/OTU_2d/images/1069.JPG,data/raw/MMOTU/OTU_2d/annotations/1069.PNG,480,516,480,516,7764,False,7ebd3855fa30,ok
107,data/raw/MMOTU/OTU_2d/images/107.JPG,data/raw/MMOTU/OTU_3d/annotations/107.PNG,959,535,551,551,96490,False,ea01c4cfdcdc,ok
1070,data/raw/MMOTU/OTU_2d/images/1070.JPG,data/raw/MMOTU/OTU_2d/annotations/1070.PNG,956,531,956,531,153422,False,ba8a4c887c1b,ok
1071,data/raw/MMOTU/OTU_2d/images/1071.JPG,data/raw/MMOTU/OTU_2d/annotations/1071.PNG,959,529,959,529,116252,False,7aec107e1f77,ok
1072,data/raw/MMOTU/OTU_2d/images/1072.JPG,data/raw/MMOTU/OTU_2d/annotations/1072.PNG,959,527,959,527,135218,False,c265a4b012e7,ok
1073,data/raw/MMOTU/OTU_2d/images/1073.JPG,data/raw/MMOTU/OTU_2d/annotations/1073.PNG,958,523,958,523,125881,False,78afdaad795f,ok
1074,data/raw/MMOTU/OTU_2d/images/1074.JPG,data/raw/MMOTU/OTU_2d/annotations/1074.PNG,476,518,476,518,9103,False,fd19728c2927,ok
1075,data/raw/MMOTU/OTU_2d/images/1075.JPG,data/raw/MMOTU/OTU_2d/annotations/1075.PNG,483,524,483,524,6136,False,8cc97c7dc057,ok
1076,data/raw/MMOTU/OTU_2d/images/1076.JPG,data/raw/MMOTU/OTU_2d/annotations/1076.PNG,482,529,482,529,69233,False,9a537f242604,ok
1077,data/raw/MMOTU/OTU_2d/images/1077.JPG,data/raw/MMOTU/OTU_2d/annotations/1077.PNG,479,526,479,526,67094,False,e144f2640126,ok
1078,data/raw/MMOTU/OTU_2d/images/1078.JPG,data/raw/MMOTU/OTU_2d/annotations/1078.PNG,962,525,962,525,27759,False,bf80f40f185b,ok
1079,data/raw/MMOTU/OTU_2d/images/1079.JPG,data/raw/MMOTU/OTU_2d/annotations/1079.PNG,956,533,956,533,27759,False,e897e2273d8f,ok
108,data/raw/MMOTU/OTU_2d/images/108.JPG,data/raw/MMOTU/OTU_3d/annotations/108.PNG,957,535,338,414,52162,False,34d685434ee4,ok
1080,data/raw/MMOTU/OTU_2d/images/1080.JPG,data/raw/MMOTU/OTU_2d/annotations/1080.PNG,955,527,955,527,36149,False,e9f4243cfa10,ok
1081,data/raw/MMOTU/OTU_2d/images/1081.JPG,data/raw/MMOTU/OTU_2d/annotations/1081.PNG,956,528,956,528,15696,False,382e9ca5794a,ok
1082,data/raw/MMOTU/OTU_2d/images/1082.JPG,data/raw/MMOTU/OTU_2d/annotations/1082.PNG,955,530,955,530,60523,False,c87af118a793,ok
1083,data/raw/MMOTU/OTU_2d/images/1083.JPG,data/raw/MMOTU/OTU_2d/annotations/1083.PNG,959,529,959,529,56898,False,2fa1caad47ce,ok
1084,data/raw/MMOTU/OTU_2d/images/1084.JPG,data/raw/MMOTU/OTU_2d/annotations/1084.PNG,481,520,481,520,67954,False,d09129f1e54f,ok
1085,data/raw/MMOTU/OTU_2d/images/1085.JPG,data/raw/MMOTU/OTU_2d/annotations/1085.PNG,1130,537,1130,537,8566,False,5daf0a4ea87e,ok
1086,data/raw/MMOTU/OTU_2d/images/1086.JPG,data/raw/MMOTU/OTU_2d/annotations/1086.PNG,1132,540,1132,540,155013,False,c1aac4556d95,ok
1087,data/raw/MMOTU/OTU_2d/images/1087.JPG,data/raw/MMOTU/OTU_2d/annotations/1087.PNG,1128,547,1128,547,137329,False,fe6cd3a6fd44,ok
1088,data/raw/MMOTU/OTU_2d/images/1088.JPG,data/raw/MMOTU/OTU_2d/annotations/1088.PNG,480,599,480,599,125018,False,6ed316529b35,ok
1089,data/raw/MMOTU/OTU_2d/images/1089.JPG,data/raw/MMOTU/OTU_2d/annotations/1089.PNG,755,590,755,590,167859,False,0f2489e602a0,ok
109,data/raw/MMOTU/OTU_2d/images/109.JPG,data/raw/MMOTU/OTU_3d/annotations/109.PNG,957,531,336,417,46821,False,e66d4e075ff1,ok
1090,data/raw/MMOTU/OTU_2d/images/1090.JPG,data/raw/MMOTU/OTU_2d/annotations/1090.PNG,478,529,478,529,32422,False,79e2287390a6,ok
1091,data/raw/MMOTU/OTU_2d/images/1091.JPG,data/raw/MMOTU/OTU_2d/annotations/1091.PNG,1134,605,1134,605,44095,False,3d4000d10da5,ok
1092,data/raw/MMOTU/OTU_2d/images/1092.JPG,data/raw/MMOTU/OTU_2d/annotations/1092.PNG,566,635,566,635,65493,False,8704446c3130,ok
1093,data/raw/MMOTU/OTU_2d/images/1093.JPG,data/raw/MMOTU/OTU_2d/annotations/1093.PNG,957,525,957,525,85883,False,6681002fca69,ok
1094,data/raw/MMOTU/OTU_2d/images/1094.JPG,data/raw/MMOTU/OTU_2d/annotations/1094.PNG,562,577,562,577,25118,False,5a498da7558f,ok
1095,data/raw/MMOTU/OTU_2d/images/1095.JPG,data/raw/MMOTU/OTU_2d/annotations/1095.PNG,706,549,706,549,81480,False,ef00b177392c,ok
1096,data/raw/MMOTU/OTU_2d/images/1096.JPG,data/raw/MMOTU/OTU_2d/annotations/1096.PNG,956,527,956,527,88340,False,71ecce523909,ok
1097,data/raw/MMOTU/OTU_2d/images/1097.JPG,data/raw/MMOTU/OTU_2d/annotations/1097.PNG,959,530,959,530,90158,False,6295301169da,ok
1098,data/raw/MMOTU/OTU_2d/images/1098.JPG,data/raw/MMOTU/OTU_2d/annotations/1098.PNG,957,522,957,522,11456,False,294b7299e2f5,ok
1099,data/raw/MMOTU/OTU_2d/images/1099.JPG,data/raw/MMOTU/OTU_2d/annotations/1099.PNG,958,525,958,525,59671,False,9ad32b6fbf90,ok
11,data/raw/MMOTU/OTU_2d/images/11.JPG,data/raw/MMOTU/OTU_3d/annotations/11.PNG,480,530,552,551,39197,False,45bf8b1ea7d2,ok
110,data/raw/MMOTU/OTU_2d/images/110.JPG,data/raw/MMOTU/OTU_3d/annotations/110.PNG,959,533,333,419,53280,False,c6095023359f,ok
1100,data/raw/MMOTU/OTU_2d/images/1100.JPG,data/raw/MMOTU/OTU_2d/annotations/1100.PNG,1131,590,1131,590,46435,False,e7b852d3a07a,ok
1101,data/raw/MMOTU/OTU_2d/images/1101.JPG,data/raw/MMOTU/OTU_2d/annotations/1101.PNG,956,525,956,525,20613,False,d2d9f6a1e186,ok
1102,data/raw/MMOTU/OTU_2d/images/1102.JPG,data/raw/MMOTU/OTU_2d/annotations/1102.PNG,959,524,959,524,22286,False,8eded4368782,ok
1103,data/raw/MMOTU/OTU_2d/images/1103.JPG,data/raw/MMOTU/OTU_2d/annotations/1103.PNG,956,521,956,521,18773,False,277c912ace8f,ok
1104,data/raw/MMOTU/OTU_2d/images/1104.JPG,data/raw/MMOTU/OTU_2d/annotations/1104.PNG,957,512,957,512,21588,False,b919b6430080,ok
1105,data/raw/MMOTU/OTU_2d/images/1105.JPG,data/raw/MMOTU/OTU_2d/annotations/1105.PNG,957,524,957,524,91261,False,6a8122843237,ok
1106,data/raw/MMOTU/OTU_2d/images/1106.JPG,data/raw/MMOTU/OTU_2d/annotations/1106.PNG,1133,584,1133,584,149841,False,d4876ba8927b,ok
1107,data/raw/MMOTU/OTU_2d/images/1107.JPG,data/raw/MMOTU/OTU_2d/annotations/1107.PNG,956,524,956,524,48042,False,66ae266aaf99,ok
1108,data/raw/MMOTU/OTU_2d/images/1108.JPG,data/raw/MMOTU/OTU_2d/annotations/1108.PNG,955,524,955,524,67299,False,1398b282aaa8,ok
1109,data/raw/MMOTU/OTU_2d/images/1109.JPG,data/raw/MMOTU/OTU_2d/annotations/1109.PNG,959,536,959,536,152167,False,4873747725a2,ok
111,data/raw/MMOTU/OTU_2d/images/111.JPG,data/raw/MMOTU/OTU_3d/annotations/111.PNG,959,537,333,416,21161,False,4bef1178c3f4,ok
1110,data/raw/MMOTU/OTU_2d/images/1110.JPG,data/raw/MMOTU/OTU_2d/annotations/1110.PNG,958,535,958,535,31669,False,49108d886ac7,ok
1111,data/raw/MMOTU/OTU_2d/images/1111.JPG,data/raw/MMOTU/OTU_2d/annotations/1111.PNG,480,533,480,533,33240,False,17968d3f3235,ok
1112,data/raw/MMOTU/OTU_2d/images/1112.JPG,data/raw/MMOTU/OTU_2d/annotations/1112.PNG,958,530,958,530,11507,False,577d17bde6e6,ok
1113,data/raw/MMOTU/OTU_2d/images/1113.JPG,data/raw/MMOTU/OTU_2d/annotations/1113.PNG,959,531,959,531,10402,False,f852cab1219b,ok
1114,data/raw/MMOTU/OTU_2d/images/1114.JPG,data/raw/MMOTU/OTU_2d/annotations/1114.PNG,479,536,479,536,12525,False,5742214d13f5,ok
1115,data/raw/MMOTU/OTU_2d/images/1115.JPG,data/raw/MMOTU/OTU_2d/annotations/1115.PNG,959,540,959,540,7332,False,7bdf6811a54e,ok
1116,data/raw/MMOTU/OTU_2d/images/1116.JPG,data/raw/MMOTU/OTU_2d/annotations/1116.PNG,959,535,959,535,149837,False,c383b5cd7420,ok
1117,data/raw/MMOTU/OTU_2d/images/1117.JPG,data/raw/MMOTU/OTU_2d/annotations/1117.PNG,959,658,959,658,86750,False,e867a2a76673,ok
1118,data/raw/MMOTU/OTU_2d/images/1118.JPG,data/raw/MMOTU/OTU_2d/annotations/1118.PNG,958,662,958,662,56375,False,98702612b62b,ok
1119,data/raw/MMOTU/OTU_2d/images/1119.JPG,data/raw/MMOTU/OTU_2d/annotations/1119.PNG,959,536,959,536,86778,False,cd88d94dcf93,ok
112,data/raw/MMOTU/OTU_2d/images/112.JPG,data/raw/MMOTU/OTU_3d/annotations/112.PNG,958,534,330,384,25058,False,cdf8889a371c,ok
1120,data/raw/MMOTU/OTU_2d/images/1120.JPG,data/raw/MMOTU/OTU_2d/annotations/1120.PNG,797,605,797,605,17209,False,28452496854a,ok
1121,data/raw/MMOTU/OTU_2d/images/1121.JPG,data/raw/MMOTU/OTU_2d/annotations/1121.PNG,477,536,477,536,19498,False,d8f18c7139f9,ok
1122,data/raw/MMOTU/OTU_2d/images/1122.JPG,data/raw/MMOTU/OTU_2d/annotations/1122.PNG,818,606,818,606,91253,False,091e5b0a1018,ok
1123,data/raw/MMOTU/OTU_2d/images/1123.JPG,data/raw/MMOTU/OTU_2d/annotations/1123.PNG,824,600,824,600,94513,False,ae98b6cde800,ok
1124,data/raw/MMOTU/OTU_2d/images/1124.JPG,data/raw/MMOTU/OTU_2d/annotations/1124.PNG,482,534,482,534,82907,False,82bbb5b3efc5,ok
1125,data/raw/MMOTU/OTU_2d/images/1125.JPG,data/raw/MMOTU/OTU_2d/annotations/1125.PNG,959,537,959,537,110881,False,76722217c57c,ok
1126,data/raw/MMOTU/OTU_2d/images/1126.JPG,data/raw/MMOTU/OTU_2d/annotations/1126.PNG,957,604,957,604,111913,False,79e5f685715e,ok
1127,data/raw/MMOTU/OTU_2d/images/1127.JPG,data/raw/MMOTU/OTU_2d/annotations/1127.PNG,826,608,826,608,10174,False,a4e2be84e23e,ok
1128,data/raw/MMOTU/OTU_2d/images/1128.JPG,data/raw/MMOTU/OTU_2d/annotations/1128.PNG,569,595,569,595,97234,False,a933a8c7d8c3,ok
1129,data/raw/MMOTU/OTU_2d/images/1129.JPG,data/raw/MMOTU/OTU_2d/annotations/1129.PNG,570,590,570,590,98434,False,17ecebdaeeaf,ok
113,data/raw/MMOTU/OTU_2d/images/113.JPG,data/raw/MMOTU/OTU_3d/annotations/113.PNG,959,533,333,383,26339,False,7bdb11d74e84,ok
1130,data/raw/MMOTU/OTU_2d/images/1130.JPG,data/raw/MMOTU/OTU_2d/annotations/1130.PNG,957,531,957,531,10460,False,6a8b418e31ab,ok
1131,data/raw/MMOTU/OTU_2d/images/1131.JPG,data/raw/MMOTU/OTU_2d/annotations/1131.PNG,959,530,959,530,13597,False,aed22b2ae8c5,ok
1132,data/raw/MMOTU/OTU_2d/images/1132.JPG,data/raw/MMOTU/OTU_2d/annotations/1132.PNG,958,533,958,533,6969,False,3cd3ed729291,ok
1133,data/raw/MMOTU/OTU_2d/images/1133.JPG,data/raw/MMOTU/OTU_2d/annotations/1133.PNG,959,529,959,529,66817,False,66c93a717d5b,ok
1134,data/raw/MMOTU/OTU_2d/images/1134.JPG,data/raw/MMOTU/OTU_2d/annotations/1134.PNG,480,534,480,534,46259,False,740133d013c3,ok
1135,data/raw/MMOTU/OTU_2d/images/1135.JPG,data/raw/MMOTU/OTU_2d/annotations/1135.PNG,567,588,567,588,114462,False,995a5eefb135,ok
1136,data/raw/MMOTU/OTU_2d/images/1136.JPG,data/raw/MMOTU/OTU_2d/annotations/1136.PNG,568,592,568,592,19361,False,c65e3d91cc12,ok
1137,data/raw/MMOTU/OTU_2d/images/1137.JPG,data/raw/MMOTU/OTU_2d/annotations/1137.PNG,971,537,971,537,16080,False,78613997ad32,ok
1138,data/raw/MMOTU/OTU_2d/images/1138.JPG,data/raw/MMOTU/OTU_2d/annotations/1138.PNG,973,528,973,528,71714,False,183cfd342487,ok
1139,data/raw/MMOTU/OTU_2d/images/1139.JPG,data/raw/MMOTU/OTU_2d/annotations/1139.PNG,487,537,487,537,91769,False,4d2ebef5c875,ok
114,data/raw/MMOTU/OTU_2d/images/114.JPG,data/raw/MMOTU/OTU_3d/annotations/114.PNG,958,531,332,381,43342,False,42f52e1087de,ok
1140,data/raw/MMOTU/OTU_2d/images/1140.JPG,data/raw/MMOTU/OTU_2d/annotations/1140.PNG,973,531,973,531,101717,False,acd68159b8e7,ok
1141,data/raw/MMOTU/OTU_2d/images/1141.JPG,data/raw/MMOTU/OTU_2d/annotations/1141.PNG,480,537,480,537,23122,False,4911d0b7b7f5,ok
1142,data/raw/MMOTU/OTU_2d/images/1142.JPG,data/raw/MMOTU/OTU_2d/annotations/1142.PNG,958,530,958,530,30812,False,21fb0f0ebc5d,ok
1143,data/raw/MMOTU/OTU_2d/images/1143.JPG,data/raw/MMOTU/OTU_2d/annotations/1143.PNG,958,524,958,524,34127,False,11faaa2c1689,ok
1144,data/raw/MMOTU/OTU_2d/images/1144.JPG,data/raw/MMOTU/OTU_2d/annotations/1144.PNG,959,528,959,528,26732,False,2c813316ae6b,ok
1145,data/raw/MMOTU/OTU_2d/images/1145.JPG,data/raw/MMOTU/OTU_2d/annotations/1145.PNG,481,539,481,539,66651,False,f54535d14752,ok
1146,data/raw/MMOTU/OTU_2d/images/1146.JPG,data/raw/MMOTU/OTU_2d/annotations/1146.PNG,957,528,957,528,66210,False,734018c84ac1,ok
1147,data/raw/MMOTU/OTU_2d/images/1147.JPG,data/raw/MMOTU/OTU_2d/annotations/1147.PNG,958,538,958,538,66987,False,547cb54240fd,ok
